Date,Symbol,PnL_Saved,Risk_Score,Reason
2025-10-25 09:38:00,GBPUSD,620.0,86.0,"Losing_Streak: 0.12, RR Ratio: 0.09, Drawdown_State: 0.08"
2025-10-25 09:38:00,GBPUSD,600.0,96.2,"Losing_Streak: 0.12, RR Ratio: 0.09, Drawdown_State: 0.07"
2025-10-25 09:38:00,GBPUSD,540.0,96.2,"Losing_Streak: 0.12, RR Ratio: 0.09, Drawdown_State: 0.07"
2025-10-25 09:39:00,GBPUSD,340.0,81.8,"Losing_Streak: 0.15, RR Ratio: -0.11, Drawdown_State: 0.07"
2025-10-25 09:39:00,GBPUSD,380.0,81.8,"Losing_Streak: 0.15, RR Ratio: -0.11, Revenge_Timer: 0.07"
2025-10-25 09:42:00,GBPUSD,100.0,83.2,"Losing_Streak: 0.13, RR Ratio: -0.12, Revenge_Timer: 0.10"
2025-10-25 09:42:00,GBPUSD,160.0,80.7,"Losing_Streak: 0.15, RR Ratio: -0.12, Drawdown_State: 0.07"
2025-10-25 09:42:00,GBPUSD,140.0,80.4,"Losing_Streak: 0.15, RR Ratio: -0.12, Drawdown_State: 0.07"
2025-10-29 09:34:00,GBPUSD,480.0,83.7,"Losing_Streak: 0.10, Drawdown_State: 0.08, RR Ratio: 0.08"
2025-10-29 09:34:00,GBPUSD,600.0,94.6,"Losing_Streak: 0.10, RR Ratio: 0.09, Drawdown_State: 0.07"
2025-10-30 12:29:00,GBPUSD,480.0,87.1,"Losing_Streak: 0.10, Drawdown_State: 0.09, RR Ratio: 0.09"
2025-10-30 12:29:00,GBPUSD,460.0,95.6,"Losing_Streak: 0.11, RR Ratio: 0.10, Drawdown_State: 0.07"
2025-10-30 12:37:00,GBPUSD,920.0,96.1,"RR Ratio: 0.10, Losing_Streak: 0.09, Revenge_Timer: 0.08"
2025-10-30 12:37:00,GBPUSD,900.0,95.6,"Losing_Streak: 0.10, RR Ratio: 0.10, Drawdown_State: 0.07"
2025-10-30 13:37:00,GBPUSD,860.0,86.4,"Losing_Streak: 0.11, RR Ratio: 0.10, Drawdown_State: 0.09"
2025-10-30 14:37:00,GBPUSD,860.0,85.4,"Losing_Streak: 0.11, RR Ratio: 0.10, Drawdown_State: 0.10"
2025-11-04 14:02:00,GBPUSD,480.0,80.2,"RR Ratio: 0.09, Losing_Streak: 0.09, Drawdown_State: 0.08"
2025-11-04 14:02:00,GBPUSD,320.0,95.2,"RR Ratio: 0.10, Losing_Streak: 0.10, Drawdown_State: 0.07"
2025-11-08 10:52:00,GBPUSD,-0.0,67.4,"Revenge_Timer: -0.08, RR Ratio: 0.07, Drawdown_State: 0.06"
2025-11-13 10:23:00,GBPUSD,600.0,74.9,"Drawdown_State: 0.20, Losing_Streak: -0.17, RR Ratio: 0.13"
2025-11-13 10:27:00,GBPUSD,140.0,95.4,"Revenge_Timer: 0.11, RR Ratio: 0.09, Drawdown_State: 0.08"
2025-11-28 08:48:00,GBPUSD,240.0,77.9,"Drawdown_State: 0.20, Losing_Streak: -0.16, RR Ratio: 0.12"
2025-11-28 08:48:00,GBPUSD,460.0,92.8,"RR Ratio: 0.09, Drawdown_State: 0.09, Revenge_Timer: 0.08"
2025-11-29 09:21:00,GBPUSD,340.0,61.1,"RR Ratio: -0.10, Drawdown_State: 0.10, Revenge_Timer: -0.06"
2025-11-29 09:21:00,EUROUSD,-3260.0,71.9,"RR Ratio: -0.14, Losing_Streak: 0.13, Revenge_Timer: 0.06"
2025-12-02 09:31:00,EUROUSD,500.0,83.4,"Drawdown_State: 0.08, Revenge_Timer: 0.07, Losing_Streak: 0.06"
2025-12-02 09:31:00,GBPUSD,600.0,95.0,"Drawdown_State: 0.09, Revenge_Timer: 0.09, RR Ratio: 0.09"
2025-12-02 09:31:00,EUROUSD,500.0,95.0,"Losing_Streak: 0.11, RR Ratio: 0.09, Drawdown_State: 0.07"
2025-12-02 09:50:00,EUROUSD,-0.0,86.4,"Losing_Streak: 0.10, RR Ratio: 0.08, Drawdown_State: 0.07"
2025-12-03 08:55:00,GBPUSD,280.0,80.9,"Drawdown_State: 0.08, Revenge_Timer: 0.07, Losing_Streak: 0.06"
2025-12-03 08:55:00,EUROUSD,560.0,92.6,"RR Ratio: 0.09, Drawdown_State: 0.09, Revenge_Timer: 0.08"
2025-12-03 08:55:00,GBPUSD,280.0,93.8,"Losing_Streak: 0.10, RR Ratio: 0.09, Drawdown_State: 0.07"
2025-12-13 13:39:00,GBPUSD,500.0,83.6,"Revenge_Timer: 0.17, RR Ratio: 0.09, Drawdown_State: -0.08"
2025-12-16 09:58:00,EUROUSD,-0.0,72.0,"Losing_Streak: 0.15, RR Ratio: 0.09, Drawdown_State: -0.07"
2025-12-16 10:28:00,GBPUSD,580.0,87.9,"Revenge_Timer: 0.18, RR Ratio: 0.08, Drawdown_State: -0.06"
2025-12-16 10:31:00,GBPUSD,5.0,60.6,"Losing_Streak: -0.20, Drawdown_State: -0.16, Revenge_Timer: 0.14"
2025-12-17 09:27:00,GBPUSD,500.0,73.1,"Losing_Streak: 0.17, RR Ratio: 0.09, Revenge_Timer: -0.09"
2025-12-17 09:28:00,GBPUSD,480.0,92.1,"Losing_Streak: 0.14, RR Ratio: 0.09, Revenge_Timer: 0.09"
2025-12-17 09:31:00,GBPUSD,500.0,93.9,"Losing_Streak: 0.15, Revenge_Timer: 0.11, RR Ratio: 0.09"
2025-12-18 08:22:00,GBPUSD,480.0,73.8,"Losing_Streak: 0.19, Revenge_Timer: -0.09, RR Ratio: 0.08"
2025-12-18 09:20:00,GBPUSD,200.0,75.9,"Revenge_Timer: 0.16, RR Ratio: -0.08, Losing_Streak: 0.08"
2025-12-19 08:41:00,GBPUSD,135.0,80.7,"Revenge_Timer: 0.18, RR Ratio: 0.08, Lot_Deviation: -0.04"
2025-12-20 09:30:00,GBPUSD,500.0,84.1,"Losing_Streak: 0.15, RR Ratio: 0.11, Revenge_Timer: -0.06"
2025-12-23 09:06:00,GBPUSD,700.0,79.8,"Losing_Streak: 0.13, RR Ratio: 0.09, Revenge_Timer: -0.06"
2025-12-24 06:45:00,GBPUSD,500.0,80.0,"Revenge_Timer: 0.15, RR Ratio: 0.07, Drawdown_State: -0.06"
2025-12-24 09:21:00,GBPUSD,125.0,86.1,"Losing_Streak: 0.13, Revenge_Timer: 0.11, RR Ratio: 0.09"
2025-12-24 09:26:00,GBPUSD,520.0,92.3,"Losing_Streak: 0.14, Revenge_Timer: 0.10, RR Ratio: 0.08"
2025-12-24 09:40:00,GBPUSD,400.0,94.3,"Losing_Streak: 0.15, Revenge_Timer: 0.08, RR Ratio: 0.08"
2025-12-30 09:19:00,GBPUSD,2.5,78.2,"Losing_Streak: 0.17, RR Ratio: 0.09, Revenge_Timer: -0.08"
2025-12-30 09:57:00,GBPUSD,0.1,81.9,"Losing_Streak: 0.18, RR Ratio: 0.10, Revenge_Timer: -0.08"
2025-12-30 10:05:00,GBPUSD,2.6,95.6,"Losing_Streak: 0.14, RR Ratio: 0.10, Revenge_Timer: 0.09"
2025-12-30 10:43:00,GBPUSD,3.0,82.1,"Losing_Streak: 0.19, RR Ratio: 0.10, Revenge_Timer: -0.08"
2025-12-31 08:29:00,GBPUSD,4.1,79.5,"Losing_Streak: 0.19, RR Ratio: 0.09, Revenge_Timer: -0.08"
2025-12-31 08:30:00,GBPUSD,3.0,93.1,"Losing_Streak: 0.15, RR Ratio: 0.09, Revenge_Timer: 0.08"
2025-12-31 08:35:00,GBPUSD,2.8,94.0,"Losing_Streak: 0.15, Revenge_Timer: 0.10, RR Ratio: 0.09"
2025-12-31 08:40:00,EUROUSD,1.0,87.5,"Losing_Streak: 0.13, Revenge_Timer: 0.11, RR Ratio: 0.09"
2025-12-31 08:58:00,GBPUSD,2.1,90.8,"Losing_Streak: 0.16, RR Ratio: 0.09, Revenge_Timer: 0.05"
